CID,Checker,Category,Type,Impact,Severity,CVSS score,Event Description,Vulnerable line number,Defect remediation guidance,CWE,OWASP,FilePathname
228857,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.SSRFTask2.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",63,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/ssrf/src/main/java/org/owasp/webgoat/plugin/SSRFTask2.java
228858,LOG_INJECTION,Audit impact security,Log injection,Audit,Unspecified,9.89,"A tainted string ""args"" is stored in logs.  This may allow for an attacker to forge log messages to confuse automated log parsing tools or humans trying to diagnose an attack or other problem. The value is used unsafely in bytecode, which cannot be displayed.",42,Log injection vulnerabilities can be addressed by validating that the user-controllable input conforms to expectations.,117,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-server/src/main/java/org/owasp/webgoat/StartWebGoat.java
228859,RESOURCE_LEAK,Exceptional resource leaks,Resource leak on an exceptional path,Low,Unspecified,9.89,"Variable ""in"" going out of scope leaks the resource it refers to.",77,Log injection vulnerabilities can be addressed by validating that the user-controllable input conforms to expectations.,404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/ssrf/src/main/java/org/owasp/webgoat/plugin/SSRFTask2.java
228860,SQLI,High impact security,SQL injection,High,Unspecified,9.89,"Insecure concatenation of a SQL statement. The value ""name"" is tainted.",29,"Perform the following to guard against SQL injection attacks.
* Parameterize the SQL statement.
* Bind the tainted value to the parameter.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson9.java
228861,XSS,High impact security,Cross-site scripting,High,Unspecified,9.89,"Printing ""this.guesses"" to an HTML page allows cross-site scripting, because it was not properly sanitized for context HTML PCDATA block.",52,"Perform the following escaping in the following order to guard against cross-site scripting attacks with Java.

For example: ""Escape.html(this)""


* Use the ""Escape.html"" function from the Coverity Sanitizers Library. This escapes the output for HTML.

",79,A7-Cross-Site Scripting (XSS),/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cia/src/main/java/org/owasp/webgoat/plugin/CIAQuiz.java
228862,URL_MANIPULATION,Medium impact security,URL manipulation,Medium,Unspecified,9.89,"Constructing a URL using the tainted value ""url"". This may allow an attacker to access or modify critical or sensitive files, or redirect to a malicious website.",114,"URL manipulation vulnerabilities can be addressed by proper input validation. Whitelisting the allowed scheme and authority, and blacklisting characters that allow unsafe path traversal in the path and query parts of the URL can improve security.",99,A7-Cross-Site Scripting (XSS),/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/session/DatabaseUtilities.java
228863,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.CrossSiteScriptingLesson4.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",26,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A7-Cross-Site Scripting (XSS),/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cross-site-scripting/src/main/java/org/owasp/webgoat/plugin/CrossSiteScriptingLesson4.java
228864,PATH_MANIPULATION,Audit impact security,"Filesystem path, filename, or URI manipulation",Audit,Unspecified,9.89,"Constructing a path or URI using the tainted value ""directory + ""/data/webgoat"""". This may allow an attacker to access, modify, or test the existence of critical or sensitive files.",35,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",22,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-server/src/main/java/org/owasp/webgoat/HSQLDBDatabaseConfig.java
228865,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.89,"Variable ""statement"" going out of scope leaks the resource it refers to.",79,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",404,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson3.java
228866,INSECURE_COMMUNICATION,Medium impact security,Plaintext communication,Medium,Unspecified,9.89,Communicating over an insecure channel.,73,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",319,A3-Sensitive Data Exposure,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/ssrf/src/main/java/org/owasp/webgoat/plugin/SSRFTask2.java
228867,SQLI,High impact security,SQL injection,High,Unspecified,9.89,"Passing the tainted value ""_query"" to the SQL API ""java.sql.Statement.executeQuery(java.lang.String)"" may allow an attacker to inject SQL.",67,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson2.java
228868,LOG_INJECTION,Audit impact security,Log injection,Audit,Unspecified,9.89,"A tainted string ""lang"" is stored in logs.  This may allow for an attacker to forge log messages to confuse automated log parsing tools or humans trying to diagnose an attack or other problem. The value is used unsafely in bytecode, which cannot be displayed.",85,Log injection vulnerabilities can be addressed by validating that the user-controllable input conforms to expectations.,117,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/service/LabelService.java
228869,REGEX_INJECTION,Audit impact security,Regular expression injection,Audit,Unspecified,9.89,"A tainted string ""regex"" is used to construct a regular expression.  This may allow for an attacker to retrieve sensitive information or alter the behavior of the program.",103,Regular expression injection vulnerabilities can be addressed by validating that the user-controllable input conforms to expectations.,94,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/mitigation/SqlInjectionLesson10b.java
228870,SQLI,High impact security,SQL injection,High,Unspecified,9.89,"Insecure concatenation of a SQL statement. The value ""accountName"" is tainted.",62,"Perform the following to guard against SQL data value injection attacks with JDBC prepared statements.
* Add a positional parameter to the SQL statement using ""?"".
* Bind the tainted value to the parameter using the ""setString"" method: ""PreparedStatement.setString(1, """"accountName"""")"".
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson5b.java
228871,UNSAFE_DESERIALIZATION,High impact security,Unsafe deserialization,High,Unspecified,9.89,"A tainted value ""feedback.getBytes()"" is deserialized. This may allow an attacker to bypass security checks or execute arbitrary code.",41,"If possible, use pure data formats such as JSON or XML to serialize and deserialize untrusted data.  Otherwise, if you must use native serialization methods, check the integrity of the data (for example with HMAC) before deserializing it.",502,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/csrf/src/main/java/org/owasp/webgoat/plugin/CSRFFeedback.java
228872,INSECURE_RANDOM,Insecure random category,Cryptographically weak PRNG,Low,Unspecified,9.89,"The random value ""org.apache.commons.lang3.RandomStringUtils.randomAlphabetic(16)"" was generated using a cryptographically insecure pseudo-random number generator.",30,"Use a cryptographically secure PRNG implementation such as ""java.security.SecureRandom"".",330,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionChallenge.java
228873,URL_MANIPULATION,Medium impact security,URL manipulation,Medium,Unspecified,9.89,"Constructing a URL using the tainted value ""webWolfMailURL"". This may allow an attacker to access or modify critical or sensitive files, or redirect to a malicious website.",74,"URL manipulation vulnerabilities can be addressed by proper input validation. Whitelisting the allowed scheme and authority, and blacklisting characters that allow unsafe path traversal in the path and query parts of the URL can improve security.",99,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge7/Assignment7.java
228874,MISSING_AUTHZ,Medium impact security,Missing authorization check,Medium,Unspecified,9.89,"The action ""org.owasp.webgoat.session.DatabaseUtilities.getConnection(webSession)"" is not protected by the authorization check ""@org.owasp.webgoat.assignments.AssignmentPath"" (as is done elsewhere 16 out of 20 times).",45,"URL manipulation vulnerabilities can be addressed by proper input validation. Whitelisting the allowed scheme and authority, and blacklisting characters that allow unsafe path traversal in the path and query parts of the URL can improve security.",285,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/mitigation/Servers.java
228875,CONFIG.SPRING_SECURITY_CSRF_PROTECTION_DISABLED,Medium impact security,Disabled Spring Security CSRF protection,Medium,Unspecified,9.89,The Spring Security CSRF protection is disabled.,73,"Enable the Spring Security CSRF protection by omitting the invocation of ""disable()"".",352,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/WebSecurityConfig.java
228876,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""kid"" is not a constant literal. Passing the tainted command to the SQL API ""java.sql.Statement.executeQuery(java.lang.String)"" may allow an attacker to inject SQL.",78,"Perform one of the following to guard against SQL string injection attacks with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"".
* Add a positional parameter to the SQL statement using ""?"".
* Bind the tainted value to the parameter using the ""setString"" method: ""PreparedStatement.setString(1, """"kid"""")"".
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/plugin/JWTFinalEndpoint.java
228877,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.58,"Variable ""query"" going out of scope leaks the resource it refers to.",92,"Perform one of the following to guard against SQL string injection attacks with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"".
* Add a positional parameter to the SQL statement using ""?"".
* Bind the tainted value to the parameter using the ""setString"" method: ""PreparedStatement.setString(1, """"kid"""")"".
",404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson5b.java
228878,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.58,"""org.owasp.webgoat.plugin.advanced.SqlInjectionChallengeLogin.login"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",31,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionChallengeLogin.java
228879,XSS,High impact security,Cross-site scripting,High,Unspecified,9.58,"Printing ""this.guesses"" to an HTML page allows cross-site scripting, because it was not properly sanitized for context HTML PCDATA block.",58,"Perform the following escaping in the following order to guard against cross-site scripting attacks with Java.

For example: ""Escape.html(this)""


* Use the ""Escape.html"" function from the Coverity Sanitizers Library. This escapes the output for HTML.

",79,A7-Cross-Site Scripting (XSS),/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionQuiz.java
228880,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""time"" is not a constant literal.",107,"Perform one of the following to guard against SQL string injection attacks with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"".
* Add a positional parameter to the SQL statement using ""?"".
* Bind the tainted value to the parameter using the ""setString"" method: ""PreparedStatement.setString(1, """"time"""")"".
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson8.java
228881,XSS,High impact security,Cross-site scripting,High,Unspecified,9.58,"Printing ""this.guesses"" to an HTML page allows cross-site scripting, because it was not properly sanitized for context HTML PCDATA block.",47,"Perform the following escaping in the following order to guard against cross-site scripting attacks with Java.

For example: ""Escape.html(this)""


* Use the ""Escape.html"" function from the Coverity Sanitizers Library. This escapes the output for HTML.

",79,A7-Cross-Site Scripting (XSS),/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cross-site-scripting/src/main/java/org/owasp/webgoat/plugin/CrossSiteScriptingQuiz.java
228882,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.58,"""org.owasp.webgoat.plugin.CrossSiteScriptingQuiz.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",21,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A7-Cross-Site Scripting (XSS),/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cross-site-scripting/src/main/java/org/owasp/webgoat/plugin/CrossSiteScriptingQuiz.java
228883,SQLI,High impact security,SQL injection,High,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""action"" is tainted.",29,"Perform the following to guard against SQL LIKE string injection attacks with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"".
* Add a positional parameter to the SQL statement using ""?"".
* Use the Coverity sanitizer ""Escape.sqlLikeClause()"" on ""action"". It escapes sensitive characters in a SQL ""LIKE"" clause.
* Modify the statement to use the"" {escape '@'} ""sequence after the ""LIKE"" clause. The @ symbol is now an escape character.
* Bind the SQL ""LIKE"" escaped ""action"" as a parameter value surrounded with % or _ characters as needed. Use the ""PreparedStatement.setString"" method to bind the value to the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson10.java
228884,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.58,"SQL string ""_query"" is not a constant literal. Passing the tainted command to the SQL API ""java.sql.Statement.executeQuery(java.lang.String)"" may allow an attacker to inject SQL.",67,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson2.java
228885,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.58,"Variable ""check_statement"" going out of scope leaks the resource it refers to.",76,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson4.java
228886,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.58,"SQL string ""_query"" is not a constant literal. Passing the tainted command to the SQL API ""java.sql.Statement.executeUpdate(java.lang.String)"" may allow an attacker to inject SQL.",69,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson3.java
228887,MISSING_AUTHZ,Medium impact security,Missing authorization check,Medium,Unspecified,9.58,"The action ""org.owasp.webgoat.session.DatabaseUtilities.getConnection(getWebSession())"" is not protected by the authorization check ""@org.owasp.webgoat.assignments.AssignmentPath"" (as is done elsewhere 16 out of 20 times).",29,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",285,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/plugin/Users.java
228888,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.58,"""org.owasp.webgoat.plugin.introduction.SqlInjectionLesson5.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",55,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson5.java
228889,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.58,"""org.owasp.webgoat.plugin.mitigation.SqlInjectionLesson10b.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",27,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/mitigation/SqlInjectionLesson10b.java
228890,SQLI,High impact security,SQL injection,High,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""name"" is tainted.",31,"Perform the following to guard against SQL injection attacks.
* Parameterize the SQL statement.
* Bind the tainted value to the parameter.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson8.java
228891,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.58,"Variable ""stmt"" going out of scope leaks the resource it refers to.",69,"Perform the following to guard against SQL injection attacks.
* Parameterize the SQL statement.
* Bind the tainted value to the parameter.
",404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson10.java
228892,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.58,"Variable ""statement"" going out of scope leaks the resource it refers to.",41,"Perform the following to guard against SQL injection attacks.
* Parameterize the SQL statement.
* Bind the tainted value to the parameter.
",404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson10.java
228893,USELESS_CALL,Incorrect expression,Useless call,Medium,Unspecified,9.58,"Calling ""a.getHints()"" is only useful for its return value, which is ignored.",63,"Perform the following to guard against SQL injection attacks.
* Parameterize the SQL statement.
* Bind the tainted value to the parameter.
",404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/service/HintService.java
228894,SENSITIVE_DATA_LEAK,Medium impact security,Cleartext sensitive data in a database,Medium,Unspecified,9.58,"Leaking a password ""password_reg"". Passing it to ""java.sql.PreparedStatement.setString"" either stores it to a database or suggests that it is stored in a database.",60,"Do one of the following before storing it:
* Encrypt the data.
* Use a cryptographic hash on the data.
",313,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java
228895,SQLI,High impact security,SQL injection,High,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""auth_tan"" is tainted.",29,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson9.java
228896,PATH_MANIPULATION,High impact security,"Filesystem path, filename, or URI manipulation",High,Unspecified,9.58,"Constructing a path or URI using the tainted value ""fileLocatation"". This may allow an attacker to access, modify, or test the existence of critical or sensitive files.",71,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",22,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/FileServer.java
228897,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.58,"Variable ""statement"" going out of scope leaks the resource it refers to.",42,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",404,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionChallengeLogin.java
228898,URL_MANIPULATION,Medium impact security,URL manipulation,Medium,Unspecified,9.58,"Constructing a URL using the tainted value ""url"". This may allow an attacker to access or modify critical or sensitive files, or redirect to a malicious website.",126,"URL manipulation vulnerabilities can be addressed by proper input validation. Whitelisting the allowed scheme and authority, and blacklisting characters that allow unsafe path traversal in the path and query parts of the URL can improve security.",99,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/session/DatabaseUtilities.java
228899,PATH_MANIPULATION,High impact security,"Filesystem path, filename, or URI manipulation",High,Unspecified,9.58,"Constructing a path or URI using the tainted value ""webGoatHomeDirectory"". This may allow an attacker to access, modify, or test the existence of critical or sensitive files.",61,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",22,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/plugin/Ping.java
228900,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.58,"""org.owasp.webgoat.plugin.introduction.SqlInjectionLesson5b.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",56,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson5b.java
228901,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.58,"Variable ""statement"" going out of scope leaks the resource it refers to.",94,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",404,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson5b.java
228902,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,5.35,"Failing to save or close resource created by ""connection.createStatement()"" leaks it.",78,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",404,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/plugin/JWTFinalEndpoint.java
